order_id,order_date,origin_port,carrier,tpt,service_level,ship_ahead_day_count,ship_late_day_count,customer,product_id,plant_code,destination_port,unit_quantity,weight
1.4472697017e9,2013-05-26,PORT04,V444_0,2,DTP,3,0,V55555555_5,1696075,PLANT03,PORT09,1244,5.828514362117512
1.4472464447e9,2013-05-26,PORT04,V444_0,2,DTP,0,0,V5555_33,1689547,PLANT03,PORT09,323,1.4397254374627655
1.4472602457e9,2013-05-26,PORT04,V444_0,2,DTP,0,0,V555555_24,1701405,PLANT03,PORT09,413,15.03125692340117
1.4473405677e9,2013-05-26,PORT04,V444_0,2,DTP,3,0,V55555555_5,1671247,PLANT12,PORT09,327,3.335848687410123
1.4473281377e9,2013-05-26,PORT04,V444_1,1,DTD,1,0,V555555555555555555_17,1683190,PLANT03,PORT09,277,0.7986348122866896
1.4471639607e9,2013-05-26,PORT04,V444_0,2,DTP,0,0,V5555555555_1,1690144,PLANT13,PORT09,246,1.3
1.4472063167e9,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1662552,PLANT03,PORT09,784,2.504372204792739
1.4473063657e9,2013-05-26,PORT04,V444_0,2,DTP,3,0,V55555555_5,1700142,PLANT03,PORT09,5494,5.606634101591837
1.4472846157e9,2013-05-26,PORT04,V444_0,2,DTP,0,0,V5555_33,1688290,PLANT03,PORT09,316,1.9900746896440906
1.4473237887e9,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1655818,PLANT03,PORT09,10308,27.800000000000004
1.4471756877e9,2013-05-26,PORT04,V444_0,3,DTD,0,0,V555555555555555555_42,1671426,PLANT03,PORT09,12280,7.676558079757033
1.4471858857e9,2013-05-26,PORT04,V444_0,2,DTP,0,0,V55555_26,1699952,PLANT03,PORT09,602,12.207299534302885
1.4473607767e9,2013-05-26,PORT04,V444_0,2,DTP,3,0,V55555_4,1675654,PLANT03,PORT09,1758,12.88
1.4472094057e9,2013-05-26,PORT04,V444_0,2,DTP,3,0,V55555_4,1675662,PLANT03,PORT09,2514,22
1.4472383587e9,2013-05-26,PORT04,V444_0,2,DTP,0,0,V555555555_14,1668547,PLANT03,PORT09,5357,34.74
1.4472346247e9,2013-05-26,PORT04,V444_0,3,DTP,0,0,V55555555_5,1700569,PLANT03,PORT09,561847,630.67
1.4471691957e9,2013-05-26,PORT04,V444_1,1,DTD,5,0,V55555555555555_8,1688629,PLANT03,PORT09,392,8.968265533914048
1.4473619917e9,2013-05-26,PORT04,V444_0,2,DTP,0,0,V55555_26,1675655,PLANT03,PORT09,753,4.52
